Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-17T00:00+01:00;2022-11-18T00:00+01:00;2022-11-17;3;971;100,0;24;24;0;1;99,90;933;37;31;4;2;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-17T00:00+01:00;2022-11-18T00:00+01:00;2022-11-17;Totalt i retning Tomasjord;2;100,0;24;24;0;2;0,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-17T00:00+01:00;2022-11-18T00:00+01:00;2022-11-17;Totalt i retning Tromsøya;6591;100,0;24;24;0;1;99,98;5724;866;401;271;99;95;91;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-17T00:00+01:00;2022-11-18T00:00+01:00;2022-11-17;Totalt;6593;100,0;24;24;0;2;99,97;5724;867;401;272;99;95;91;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;2022-11-18;1;5273;100,0;24;24;0;1;99,98;4598;674;295;198;99;82;78;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;2022-11-18;3;816;100,0;24;24;0;0;100,00;777;39;36;3;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;2022-11-18;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;2022-11-18;Totalt i retning Tromsøya;6089;100,0;24;24;0;1;99,98;5375;713;331;201;99;82;78;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;2022-11-18;Totalt;6089;100,0;24;24;0;1;99,98;5375;713;331;201;99;82;78;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-19T00:00+01:00;2022-11-20T00:00+01:00;2022-11-19;1;3178;100,0;24;24;0;0;100,00;2952;226;118;37;45;26;22;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-19T00:00+01:00;2022-11-20T00:00+01:00;2022-11-19;3;304;100,0;24;24;0;0;100,00;295;9;8;0;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-19T00:00+01:00;2022-11-20T00:00+01:00;2022-11-19;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-19T00:00+01:00;2022-11-20T00:00+01:00;2022-11-19;Totalt i retning Tromsøya;3482;100,0;24;24;0;0;100,00;3247;235;126;37;46;26;22;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-19T00:00+01:00;2022-11-20T00:00+01:00;2022-11-19;Totalt;3482;100,0;24;24;0;0;100,00;3247;235;126;37;46;26;22;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-20T00:00+01:00;2022-11-21T00:00+01:00;2022-11-20;1;2660;100,0;24;24;0;0;100,00;2498;162;85;23;17;37;33;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-20T00:00+01:00;2022-11-21T00:00+01:00;2022-11-20;3;224;100,0;24;24;0;1;99,55;215;8;7;0;0;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-20T00:00+01:00;2022-11-21T00:00+01:00;2022-11-20;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-20T00:00+01:00;2022-11-21T00:00+01:00;2022-11-20;Totalt i retning Tromsøya;2884;100,0;24;24;0;1;99,97;2713;170;92;23;17;38;34;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-20T00:00+01:00;2022-11-21T00:00+01:00;2022-11-20;Totalt;2884;100,0;24;24;0;1;99,97;2713;170;92;23;17;38;34;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-21T00:00+01:00;2022-11-22T00:00+01:00;2022-11-21;1;5713;100,0;24;24;0;0;100,00;4923;790;385;208;97;100;92;8
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-21T00:00+01:00;2022-11-22T00:00+01:00;2022-11-21;3;909;100,0;24;24;0;0;100,00;874;35;33;2;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-21T00:00+01:00;2022-11-22T00:00+01:00;2022-11-21;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-21T00:00+01:00;2022-11-22T00:00+01:00;2022-11-21;Totalt i retning Tromsøya;6622;100,0;24;24;0;0;100,00;5797;825;418;210;97;100;92;8
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-21T00:00+01:00;2022-11-22T00:00+01:00;2022-11-21;Totalt;6622;100,0;24;24;0;0;100,00;5797;825;418;210;97;100;92;8
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-22T00:00+01:00;2022-11-23T00:00+01:00;2022-11-22;1;5324;100,0;24;24;0;0;100,00;4571;753;368;194;109;82;80;2
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-22T00:00+01:00;2022-11-23T00:00+01:00;2022-11-22;3;913;100,0;24;24;0;0;100,00;873;40;36;4;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-22T00:00+01:00;2022-11-23T00:00+01:00;2022-11-22;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-22T00:00+01:00;2022-11-23T00:00+01:00;2022-11-22;Totalt i retning Tromsøya;6237;100,0;24;24;0;0;100,00;5444;793;404;198;109;82;80;2
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-22T00:00+01:00;2022-11-23T00:00+01:00;2022-11-22;Totalt;6237;100,0;24;24;0;0;100,00;5444;793;404;198;109;82;80;2
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-23T00:00+01:00;2022-11-24T00:00+01:00;2022-11-23;1;5367;100,0;24;24;0;0;100,00;4641;726;332;212;88;94;88;6
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-23T00:00+01:00;2022-11-24T00:00+01:00;2022-11-23;3;914;100,0;24;24;0;0;100,00;868;46;42;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-23T00:00+01:00;2022-11-24T00:00+01:00;2022-11-23;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-23T00:00+01:00;2022-11-24T00:00+01:00;2022-11-23;Totalt i retning Tromsøya;6281;100,0;24;24;0;0;100,00;5509;772;374;215;89;94;88;6
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-23T00:00+01:00;2022-11-24T00:00+01:00;2022-11-23;Totalt;6281;100,0;24;24;0;0;100,00;5509;772;374;215;89;94;88;6
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-24T00:00+01:00;2022-11-25T00:00+01:00;2022-11-24;1;5717;100,0;24;24;0;1;99,98;4923;793;389;221;101;82;77;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-24T00:00+01:00;2022-11-25T00:00+01:00;2022-11-24;3;933;100,0;24;24;0;0;100,00;880;53;42;7;2;2;2;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-24T00:00+01:00;2022-11-25T00:00+01:00;2022-11-24;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-24T00:00+01:00;2022-11-25T00:00+01:00;2022-11-24;Totalt i retning Tromsøya;6650;100,0;24;24;0;1;99,98;5803;846;431;228;103;84;79;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-24T00:00+01:00;2022-11-25T00:00+01:00;2022-11-24;Totalt;6650;100,0;24;24;0;1;99,98;5803;846;431;228;103;84;79;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-25T00:00+01:00;2022-11-26T00:00+01:00;2022-11-25;1;5540;100,0;24;24;0;0;100,00;4842;698;341;186;96;75;71;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-25T00:00+01:00;2022-11-26T00:00+01:00;2022-11-25;3;875;100,0;24;24;0;0;100,00;836;39;36;3;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-25T00:00+01:00;2022-11-26T00:00+01:00;2022-11-25;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-25T00:00+01:00;2022-11-26T00:00+01:00;2022-11-25;Totalt i retning Tromsøya;6415;100,0;24;24;0;0;100,00;5678;737;377;189;96;75;71;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-25T00:00+01:00;2022-11-26T00:00+01:00;2022-11-25;Totalt;6415;100,0;24;24;0;0;100,00;5678;737;377;189;96;75;71;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-26T00:00+01:00;2022-11-27T00:00+01:00;2022-11-26;1;2958;100,0;24;24;0;0;100,00;2742;216;99;72;26;19;16;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-26T00:00+01:00;2022-11-27T00:00+01:00;2022-11-26;3;301;100,0;24;24;0;0;100,00;294;7;6;1;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-26T00:00+01:00;2022-11-27T00:00+01:00;2022-11-26;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-26T00:00+01:00;2022-11-27T00:00+01:00;2022-11-26;Totalt i retning Tromsøya;3259;100,0;24;24;0;0;100,00;3036;223;105;73;26;19;16;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-26T00:00+01:00;2022-11-27T00:00+01:00;2022-11-26;Totalt;3259;100,0;24;24;0;0;100,00;3036;223;105;73;26;19;16;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-27T00:00+01:00;2022-11-28T00:00+01:00;2022-11-27;1;2801;100,0;24;24;0;0;100,00;2614;187;99;33;20;35;31;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-27T00:00+01:00;2022-11-28T00:00+01:00;2022-11-27;3;254;100,0;24;24;0;0;100,00;248;6;4;1;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-27T00:00+01:00;2022-11-28T00:00+01:00;2022-11-27;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-27T00:00+01:00;2022-11-28T00:00+01:00;2022-11-27;Totalt i retning Tromsøya;3055;100,0;24;24;0;0;100,00;2862;193;103;34;21;35;31;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-27T00:00+01:00;2022-11-28T00:00+01:00;2022-11-27;Totalt;3055;100,0;24;24;0;0;100,00;2862;193;103;34;21;35;31;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-28T00:00+01:00;2022-11-29T00:00+01:00;2022-11-28;1;5745;100,0;24;24;0;0;100,00;4889;856;408;244;90;114;105;9
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-28T00:00+01:00;2022-11-29T00:00+01:00;2022-11-28;3;919;100,0;24;24;0;0;100,00;886;33;29;4;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-28T00:00+01:00;2022-11-29T00:00+01:00;2022-11-28;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-28T00:00+01:00;2022-11-29T00:00+01:00;2022-11-28;Totalt i retning Tromsøya;6664;100,0;24;24;0;0;100,00;5775;889;437;248;90;114;105;9
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-28T00:00+01:00;2022-11-29T00:00+01:00;2022-11-28;Totalt;6664;100,0;24;24;0;0;100,00;5775;889;437;248;90;114;105;9
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-29T00:00+01:00;2022-11-30T00:00+01:00;2022-11-29;1;5384;100,0;24;24;0;0;100,00;4694;690;325;202;92;71;69;2
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-29T00:00+01:00;2022-11-30T00:00+01:00;2022-11-29;3;861;100,0;24;24;0;0;100,00;818;43;39;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-29T00:00+01:00;2022-11-30T00:00+01:00;2022-11-29;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-29T00:00+01:00;2022-11-30T00:00+01:00;2022-11-29;Totalt i retning Tromsøya;6245;100,0;24;24;0;0;100,00;5512;733;364;205;93;71;69;2
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-29T00:00+01:00;2022-11-30T00:00+01:00;2022-11-29;Totalt;6245;100,0;24;24;0;0;100,00;5512;733;364;205;93;71;69;2
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-30T00:00+01:00;2022-12-01T00:00+01:00;2022-11-30;1;5566;100,0;24;24;0;0;100,00;4817;749;317;233;97;102;96;6
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-30T00:00+01:00;2022-12-01T00:00+01:00;2022-11-30;3;890;100,0;24;24;0;0;100,00;842;48;39;6;1;2;2;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-30T00:00+01:00;2022-12-01T00:00+01:00;2022-11-30;Totalt i retning Tomasjord;1;100,0;24;24;0;1;0,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-30T00:00+01:00;2022-12-01T00:00+01:00;2022-11-30;Totalt i retning Tromsøya;6455;100,0;24;24;0;0;100,00;5659;796;356;238;98;104;98;6
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-30T00:00+01:00;2022-12-01T00:00+01:00;2022-11-30;Totalt;6456;100,0;24;24;0;0;100,00;5659;797;356;239;98;104;98;6
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2022-12-02T00:00+01:00;2022-12-01;1;5514;100,0;24;24;0;0;100,00;4743;771;362;208;98;103;95;8
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2022-12-02T00:00+01:00;2022-12-01;3;901;100,0;24;24;0;0;100,00;861;40;38;1;0;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2022-12-02T00:00+01:00;2022-12-01;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2022-12-02T00:00+01:00;2022-12-01;Totalt i retning Tromsøya;6415;100,0;24;24;0;0;100,00;5604;811;400;209;98;104;96;8
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2022-12-02T00:00+01:00;2022-12-01;Totalt;6415;100,0;24;24;0;0;100,00;5604;811;400;209;98;104;96;8
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-02T00:00+01:00;2022-12-03T00:00+01:00;2022-12-02;1;5217;100,0;24;24;0;0;100,00;4564;653;316;186;99;52;49;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-02T00:00+01:00;2022-12-03T00:00+01:00;2022-12-02;3;829;100,0;24;24;0;1;99,88;788;40;33;4;2;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-02T00:00+01:00;2022-12-03T00:00+01:00;2022-12-02;Totalt i retning Tomasjord;1;100,0;24;24;0;1;0,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-02T00:00+01:00;2022-12-03T00:00+01:00;2022-12-02;Totalt i retning Tromsøya;6045;100,0;24;24;0;0;100,00;5352;693;349;190;101;53;50;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-02T00:00+01:00;2022-12-03T00:00+01:00;2022-12-02;Totalt;6046;100,0;24;24;0;1;99,98;5352;693;349;190;101;53;50;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-03T00:00+01:00;2022-12-04T00:00+01:00;2022-12-03;1;3219;100,0;24;24;0;0;100,00;3033;186;101;42;22;21;18;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-03T00:00+01:00;2022-12-04T00:00+01:00;2022-12-03;3;252;100,0;24;24;0;0;100,00;241;11;8;1;2;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-03T00:00+01:00;2022-12-04T00:00+01:00;2022-12-03;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-03T00:00+01:00;2022-12-04T00:00+01:00;2022-12-03;Totalt i retning Tromsøya;3471;100,0;24;24;0;0;100,00;3274;197;109;43;24;21;18;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-03T00:00+01:00;2022-12-04T00:00+01:00;2022-12-03;Totalt;3471;100,0;24;24;0;0;100,00;3274;197;109;43;24;21;18;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-04T00:00+01:00;2022-12-05T00:00+01:00;2022-12-04;1;2864;100,0;24;24;0;1;99,97;2702;161;89;29;13;30;27;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-04T00:00+01:00;2022-12-05T00:00+01:00;2022-12-04;3;246;100,0;24;24;0;0;100,00;239;7;5;1;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-04T00:00+01:00;2022-12-05T00:00+01:00;2022-12-04;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-04T00:00+01:00;2022-12-05T00:00+01:00;2022-12-04;Totalt i retning Tromsøya;3110;100,0;24;24;0;1;99,97;2941;168;94;30;14;30;27;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-04T00:00+01:00;2022-12-05T00:00+01:00;2022-12-04;Totalt;3110;100,0;24;24;0;1;99,97;2941;168;94;30;14;30;27;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-05T00:00+01:00;2022-12-06T00:00+01:00;2022-12-05;1;5586;100,0;24;24;0;0;100,00;4823;763;356;211;96;100;95;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-05T00:00+01:00;2022-12-06T00:00+01:00;2022-12-05;3;867;100,0;24;24;0;0;100,00;805;62;46;12;3;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-05T00:00+01:00;2022-12-06T00:00+01:00;2022-12-05;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-05T00:00+01:00;2022-12-06T00:00+01:00;2022-12-05;Totalt i retning Tromsøya;6453;100,0;24;24;0;0;100,00;5628;825;402;223;99;101;96;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-05T00:00+01:00;2022-12-06T00:00+01:00;2022-12-05;Totalt;6453;100,0;24;24;0;0;100,00;5628;825;402;223;99;101;96;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-06T00:00+01:00;2022-12-07T00:00+01:00;2022-12-06;1;5384;100,0;24;24;0;0;100,00;4698;686;340;168;99;79;75;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-06T00:00+01:00;2022-12-07T00:00+01:00;2022-12-06;3;860;100,0;24;24;0;0;100,00;819;41;35;3;3;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-06T00:00+01:00;2022-12-07T00:00+01:00;2022-12-06;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-06T00:00+01:00;2022-12-07T00:00+01:00;2022-12-06;Totalt i retning Tromsøya;6244;100,0;24;24;0;0;100,00;5517;727;375;171;102;79;75;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-06T00:00+01:00;2022-12-07T00:00+01:00;2022-12-06;Totalt;6244;100,0;24;24;0;0;100,00;5517;727;375;171;102;79;75;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-07T00:00+01:00;2022-12-08T00:00+01:00;2022-12-07;1;5363;100,0;24;24;0;0;100,00;4633;730;336;201;95;98;91;7
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-07T00:00+01:00;2022-12-08T00:00+01:00;2022-12-07;3;893;100,0;24;24;0;0;100,00;858;35;28;5;2;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-07T00:00+01:00;2022-12-08T00:00+01:00;2022-12-07;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-07T00:00+01:00;2022-12-08T00:00+01:00;2022-12-07;Totalt i retning Tromsøya;6256;100,0;24;24;0;0;100,00;5491;765;364;206;97;98;91;7
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-07T00:00+01:00;2022-12-08T00:00+01:00;2022-12-07;Totalt;6256;100,0;24;24;0;0;100,00;5491;765;364;206;97;98;91;7
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-08T00:00+01:00;2022-12-09T00:00+01:00;2022-12-08;1;5226;100,0;24;24;0;0;100,00;4494;732;349;187;104;92;86;6
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-08T00:00+01:00;2022-12-09T00:00+01:00;2022-12-08;3;823;100,0;24;24;0;1;99,88;786;36;30;5;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-08T00:00+01:00;2022-12-09T00:00+01:00;2022-12-08;Totalt i retning Tomasjord;1;100,0;24;24;0;1;0,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-08T00:00+01:00;2022-12-09T00:00+01:00;2022-12-08;Totalt i retning Tromsøya;6048;100,0;24;24;0;0;100,00;5280;768;379;192;105;92;86;6
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-08T00:00+01:00;2022-12-09T00:00+01:00;2022-12-08;Totalt;6049;100,0;24;24;0;1;99,98;5280;768;379;192;105;92;86;6
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-09T00:00+01:00;2022-12-10T00:00+01:00;2022-12-09;1;5363;100,0;24;24;0;1;99,98;4684;678;323;183;103;69;66;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-09T00:00+01:00;2022-12-10T00:00+01:00;2022-12-09;3;833;100,0;24;24;0;0;100,00;791;42;39;2;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-09T00:00+01:00;2022-12-10T00:00+01:00;2022-12-09;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-09T00:00+01:00;2022-12-10T00:00+01:00;2022-12-09;Totalt i retning Tromsøya;6196;100,0;24;24;0;1;99,98;5475;720;362;185;104;69;66;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-09T00:00+01:00;2022-12-10T00:00+01:00;2022-12-09;Totalt;6196;100,0;24;24;0;1;99,98;5475;720;362;185;104;69;66;3
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-10T00:00+01:00;2022-12-11T00:00+01:00;2022-12-10;1;3425;100,0;24;24;0;0;100,00;3196;229;132;41;34;22;18;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-10T00:00+01:00;2022-12-11T00:00+01:00;2022-12-10;3;311;100,0;24;24;0;0;100,00;302;9;9;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-10T00:00+01:00;2022-12-11T00:00+01:00;2022-12-10;Totalt i retning Tomasjord;0;100,0;24;24;0;0;100,00;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-10T00:00+01:00;2022-12-11T00:00+01:00;2022-12-10;Totalt i retning Tromsøya;3736;100,0;24;24;0;0;100,00;3498;238;141;41;34;22;18;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-10T00:00+01:00;2022-12-11T00:00+01:00;2022-12-10;Totalt;3736;100,0;24;24;0;0;100,00;3498;238;141;41;34;22;18;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-11T00:00+01:00;2022-12-12T00:00+01:00;2022-12-11;1;2962;100,0;24;24;0;1;99,97;2770;191;102;33;18;38;34;4
