Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
30868B1109333;Dramsvegen sykkel;KV7000 S4D1 m394;2023-05-24T00:00+02:00;2023-05-25T00:00+02:00;2023-05-24;Totalt;18;45,8;24;11;0;18;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;1;10;100,0;24;24;0;10;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;2;18;100,0;24;24;0;18;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;Totalt i retning Rundkjøring-Fv862-Langnesbakken;10;100,0;24;24;0;10;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;Totalt i retning Vervarslinga i Nord-Norge;18;100,0;24;24;0;18;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;Totalt;28;100,0;24;24;0;28;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;1;9;100,0;24;24;0;9;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;2;12;100,0;24;24;0;12;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;Totalt i retning Rundkjøring-Fv862-Langnesbakken;9;100,0;24;24;0;9;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;Totalt i retning Vervarslinga i Nord-Norge;12;100,0;24;24;0;12;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;Totalt;21;100,0;24;24;0;21;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;1;54;100,0;24;24;0;54;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;2;67;100,0;24;24;0;67;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;Totalt i retning Rundkjøring-Fv862-Langnesbakken;54;100,0;24;24;0;54;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;Totalt i retning Vervarslinga i Nord-Norge;67;100,0;24;24;0;67;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;Totalt;121;100,0;24;24;0;121;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;1;56;100,0;24;24;0;56;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;2;78;100,0;24;24;0;78;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;Totalt i retning Rundkjøring-Fv862-Langnesbakken;56;100,0;24;24;0;56;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;Totalt i retning Vervarslinga i Nord-Norge;78;100,0;24;24;0;78;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;Totalt;134;100,0;24;24;0;134;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;1;60;100,0;24;24;0;60;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;2;98;100,0;24;24;0;98;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;Totalt i retning Rundkjøring-Fv862-Langnesbakken;60;100,0;24;24;0;60;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;Totalt i retning Vervarslinga i Nord-Norge;98;100,0;24;24;0;98;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;Totalt;158;100,0;24;24;0;158;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;1;74;100,0;24;24;0;74;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;2;104;100,0;24;24;0;104;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;Totalt i retning Rundkjøring-Fv862-Langnesbakken;74;100,0;24;24;0;74;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;Totalt i retning Vervarslinga i Nord-Norge;104;100,0;24;24;0;104;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;Totalt;178;100,0;24;24;0;178;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;1;66;100,0;24;24;0;66;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;2;92;100,0;24;24;0;92;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;Totalt i retning Rundkjøring-Fv862-Langnesbakken;66;100,0;24;24;0;66;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;Totalt i retning Vervarslinga i Nord-Norge;92;100,0;24;24;0;92;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;Totalt;158;100,0;24;24;0;158;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;1;16;100,0;24;24;0;16;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;2;34;100,0;24;24;0;34;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;Totalt i retning Rundkjøring-Fv862-Langnesbakken;16;100,0;24;24;0;16;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;Totalt i retning Vervarslinga i Nord-Norge;34;100,0;24;24;0;34;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;Totalt;50;100,0;24;24;0;50;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;1;23;100,0;24;24;0;23;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;2;30;100,0;24;24;0;30;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;Totalt i retning Rundkjøring-Fv862-Langnesbakken;23;100,0;24;24;0;23;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;Totalt i retning Vervarslinga i Nord-Norge;30;100,0;24;24;0;30;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;Totalt;53;100,0;24;24;0;53;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;1;73;100,0;24;24;0;73;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;2;108;100,0;24;24;0;108;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;Totalt i retning Rundkjøring-Fv862-Langnesbakken;73;100,0;24;24;0;73;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;Totalt i retning Vervarslinga i Nord-Norge;108;100,0;24;24;0;108;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;Totalt;181;100,0;24;24;0;181;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;1;79;100,0;24;24;0;79;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;2;120;100,0;24;24;0;120;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;Totalt i retning Rundkjøring-Fv862-Langnesbakken;79;100,0;24;24;0;79;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;Totalt i retning Vervarslinga i Nord-Norge;120;100,0;24;24;0;120;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;Totalt;199;100,0;24;24;0;199;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;1;41;100,0;24;24;0;41;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;2;76;100,0;24;24;0;76;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;Totalt i retning Rundkjøring-Fv862-Langnesbakken;41;100,0;24;24;0;41;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;Totalt i retning Vervarslinga i Nord-Norge;76;100,0;24;24;0;76;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;Totalt;117;100,0;24;24;0;117;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;1;32;100,0;24;24;0;32;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;2;79;100,0;24;24;0;79;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;Totalt i retning Rundkjøring-Fv862-Langnesbakken;32;100,0;24;24;0;32;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;Totalt i retning Vervarslinga i Nord-Norge;79;100,0;24;24;0;79;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;Totalt;111;100,0;24;24;0;111;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;1;39;100,0;24;24;0;39;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;2;67;100,0;24;24;0;67;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;Totalt i retning Rundkjøring-Fv862-Langnesbakken;39;100,0;24;24;0;39;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;Totalt i retning Vervarslinga i Nord-Norge;67;100,0;24;24;0;67;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;Totalt;106;100,0;24;24;0;106;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;1;10;100,0;24;24;0;10;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;2;43;100,0;24;24;0;43;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;Totalt i retning Rundkjøring-Fv862-Langnesbakken;10;100,0;24;24;0;10;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;Totalt i retning Vervarslinga i Nord-Norge;43;100,0;24;24;0;43;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;Totalt;53;100,0;24;24;0;53;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;1;10;100,0;24;24;0;10;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;2;28;100,0;24;24;0;28;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;Totalt i retning Rundkjøring-Fv862-Langnesbakken;10;100,0;24;24;0;10;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;Totalt i retning Vervarslinga i Nord-Norge;28;100,0;24;24;0;28;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;Totalt;38;100,0;24;24;0;38;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;1;55;100,0;24;24;0;55;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;2;89;100,0;24;24;0;89;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;Totalt i retning Rundkjøring-Fv862-Langnesbakken;55;100,0;24;24;0;55;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;Totalt i retning Vervarslinga i Nord-Norge;89;100,0;24;24;0;89;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;Totalt;144;100,0;24;24;0;144;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;1;27;100,0;24;24;0;27;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;2;61;100,0;24;24;0;61;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;Totalt i retning Rundkjøring-Fv862-Langnesbakken;27;100,0;24;24;0;27;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;Totalt i retning Vervarslinga i Nord-Norge;61;100,0;24;24;0;61;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;Totalt;88;100,0;24;24;0;88;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;1;29;100,0;24;24;0;29;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;2;84;100,0;24;24;0;84;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;Totalt i retning Rundkjøring-Fv862-Langnesbakken;29;100,0;24;24;0;29;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;Totalt i retning Vervarslinga i Nord-Norge;84;100,0;24;24;0;84;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;Totalt;113;100,0;24;24;0;113;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;1;30;100,0;24;24;0;30;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;2;85;100,0;24;24;0;85;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;Totalt i retning Rundkjøring-Fv862-Langnesbakken;30;100,0;24;24;0;30;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;Totalt i retning Vervarslinga i Nord-Norge;85;100,0;24;24;0;85;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;Totalt;115;100,0;24;24;0;115;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;1;45;100,0;24;24;0;45;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;2;98;100,0;24;24;0;98;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;Totalt i retning Rundkjøring-Fv862-Langnesbakken;45;100,0;24;24;0;45;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;Totalt i retning Vervarslinga i Nord-Norge;98;100,0;24;24;0;98;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;Totalt;143;100,0;24;24;0;143;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;1;12;100,0;24;24;0;12;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;2;51;100,0;24;24;0;51;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;Totalt i retning Rundkjøring-Fv862-Langnesbakken;12;100,0;24;24;0;12;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;Totalt i retning Vervarslinga i Nord-Norge;51;100,0;24;24;0;51;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;Totalt;63;100,0;24;24;0;63;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;1;8;100,0;24;24;0;8;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;2;28;100,0;24;24;0;28;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;Totalt i retning Rundkjøring-Fv862-Langnesbakken;8;100,0;24;24;0;8;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;Totalt i retning Vervarslinga i Nord-Norge;28;100,0;24;24;0;28;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;Totalt;36;100,0;24;24;0;36;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;2022-01-24;1;26;100,0;24;24;0;26;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;2022-01-24;2;50;100,0;24;24;0;50;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;2022-01-24;Totalt i retning Rundkjøring-Fv862-Langnesbakken;26;100,0;24;24;0;26;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;2022-01-24;Totalt i retning Vervarslinga i Nord-Norge;50;100,0;24;24;0;50;0,00;-;-;-;-;-;-;-;-
